system:index,class,.geo
32,0,"{""type"":""Point"",""coordinates"":[-83.08770987358888,44.00196917603422]}"
33,0,"{""type"":""Point"",""coordinates"":[-83.20459078281965,43.98110471795773]}"
34,0,"{""type"":""Point"",""coordinates"":[-83.25111101597395,43.97727540691113]}"
35,0,"{""type"":""Point"",""coordinates"":[-83.33051383417543,43.88842618941791]}"
36,0,"{""type"":""Point"",""coordinates"":[-83.3785419586059,43.85140196692612]}"
37,0,"{""type"":""Point"",""coordinates"":[-83.61070628862885,43.63885778670762]}"
38,0,"{""type"":""Point"",""coordinates"":[-83.9478090922308,43.73152581586201]}"
39,0,"{""type"":""Point"",""coordinates"":[-83.91420573183322,43.901339386812744]}"
40,0,"{""type"":""Point"",""coordinates"":[-83.77745328935463,43.98481169257199]}"
41,0,"{""type"":""Point"",""coordinates"":[-82.4769783614707,42.74752785587185]}"
42,0,"{""type"":""Point"",""coordinates"":[-82.47982243170426,42.82759798952677]}"
43,0,"{""type"":""Point"",""coordinates"":[-82.64465622739411,42.63202005092574]}"
44,0,"{""type"":""Point"",""coordinates"":[-82.64372708164834,42.590914144127886]}"
45,0,"{""type"":""Point"",""coordinates"":[-82.57274500861826,42.531124339656756]}"
46,0,"{""type"":""Point"",""coordinates"":[-82.45929248868647,42.497369491696325]}"
47,0,"{""type"":""Point"",""coordinates"":[-82.57399684002151,42.615410221326464]}"
48,0,"{""type"":""Point"",""coordinates"":[-84.29972678661767,42.2057853306755]}"
49,0,"{""type"":""Point"",""coordinates"":[-84.24226496259296,42.19305167667476]}"
50,0,"{""type"":""Point"",""coordinates"":[-84.35067905799856,42.18936494981904]}"
51,0,"{""type"":""Point"",""coordinates"":[-83.60332164297719,42.225945412424416]}"
52,0,"{""type"":""Point"",""coordinates"":[-83.5835805846276,42.215966072102056]}"
53,0,"{""type"":""Point"",""coordinates"":[-83.56581363211295,42.20655735173095]}"
54,0,"{""type"":""Point"",""coordinates"":[-83.53894862661977,42.209863278051685]}"
55,0,"{""type"":""Point"",""coordinates"":[-83.49809321890493,42.21444042887206]}"
56,0,"{""type"":""Point"",""coordinates"":[-83.45920515059434,42.21418615141725]}"
57,0,"{""type"":""Point"",""coordinates"":[-83.11537625720179,42.197922480847275]}"
58,0,"{""type"":""Point"",""coordinates"":[-83.14885022570763,42.1794798913879]}"
59,0,"{""type"":""Point"",""coordinates"":[-83.13228490283166,42.1290667799764]}"
60,0,"{""type"":""Point"",""coordinates"":[-83.16762340245288,42.09165204955528]}"
61,0,"{""type"":""Point"",""coordinates"":[-83.17458555386517,42.13444031762403]}"
62,0,"{""type"":""Point"",""coordinates"":[-83.13769130650452,42.22377931510926]}"
63,0,"{""type"":""Point"",""coordinates"":[-83.11383037510804,42.241960072108725]}"
64,0,"{""type"":""Point"",""coordinates"":[-82.96760509899214,42.35102386887302]}"
65,0,"{""type"":""Point"",""coordinates"":[-82.92434643199995,42.34138152937135]}"
66,0,"{""type"":""Point"",""coordinates"":[-83.74972830678404,42.43255951625596]}"
67,0,"{""type"":""Point"",""coordinates"":[-83.9179564561981,42.41760731466941]}"
68,0,"{""type"":""Point"",""coordinates"":[-82.49008861800743,43.1177100854577]}"
69,0,"{""type"":""Point"",""coordinates"":[-82.46326144415919,43.067985330216246]}"
70,0,"{""type"":""Point"",""coordinates"":[-82.44540866095606,43.05445475288261]}"
71,0,"{""type"":""Point"",""coordinates"":[-82.41828616339747,43.004762829063644]}"
72,0,"{""type"":""Point"",""coordinates"":[-82.3007297683361,43.0260465229637]}"
73,0,"{""type"":""Point"",""coordinates"":[-82.35325814968375,43.01851654421922]}"
74,0,"{""type"":""Point"",""coordinates"":[-82.21455575710563,43.04235830857729]}"
75,0,"{""type"":""Point"",""coordinates"":[-83.33836602142671,42.623630051306876]}"
76,0,"{""type"":""Point"",""coordinates"":[-83.43415306976655,42.60695469966321]}"
77,0,"{""type"":""Point"",""coordinates"":[-83.37029503753999,42.59280241494747]}"
78,0,"{""type"":""Point"",""coordinates"":[-83.38185777866198,42.602016518074166]}"
79,0,"{""type"":""Point"",""coordinates"":[-84.30115369711532,42.08972070728293]}"
80,0,"{""type"":""Point"",""coordinates"":[-84.32587293539657,42.12257861636879]}"
81,0,"{""type"":""Point"",""coordinates"":[-84.15352491293564,42.075706343168896]}"
82,0,"{""type"":""Point"",""coordinates"":[-86.24119631312274,43.185029190002595]}"
83,0,"{""type"":""Point"",""coordinates"":[-86.2830816890993,43.13494207642416]}"
84,0,"{""type"":""Point"",""coordinates"":[-86.1971379620866,43.067672248263264]}"
85,0,"{""type"":""Point"",""coordinates"":[-86.44478066233516,43.42250974335375]}"
86,0,"{""type"":""Point"",""coordinates"":[-86.43894417551876,43.396571069169305]}"
87,0,"{""type"":""Point"",""coordinates"":[-86.42142960419733,43.37114324060857]}"
88,0,"{""type"":""Point"",""coordinates"":[-86.38196787160547,43.29350748264867]}"
89,0,"{""type"":""Point"",""coordinates"":[-86.2573417119375,43.25576274539547]}"
90,0,"{""type"":""Point"",""coordinates"":[-86.226782675227,42.98144015076391]}"
91,0,"{""type"":""Point"",""coordinates"":[-86.22506606145748,42.959584808247996]}"
92,0,"{""type"":""Point"",""coordinates"":[-86.26793107921144,42.208832599561184]}"
93,0,"{""type"":""Point"",""coordinates"":[-85.40226235828553,41.533699823474265]}"
94,0,"{""type"":""Point"",""coordinates"":[-85.6920267625824,41.404557342329866]}"
95,0,"{""type"":""Point"",""coordinates"":[-85.02421159197421,41.69072582730702]}"
96,0,"{""type"":""Point"",""coordinates"":[-84.97766533178144,41.8131811022839]}"
97,0,"{""type"":""Point"",""coordinates"":[-86.47669161903791,41.41463321862365]}"
98,0,"{""type"":""Point"",""coordinates"":[-86.58199377768867,41.23104970696177]}"
99,0,"{""type"":""Point"",""coordinates"":[-86.42063208335273,41.21297330885301]}"
100,0,"{""type"":""Point"",""coordinates"":[-86.74731667748681,41.62405144114476]}"
101,0,"{""type"":""Point"",""coordinates"":[-86.72916694840373,41.80553145651581]}"
102,0,"{""type"":""Point"",""coordinates"":[-86.54660639740821,41.71693401280831]}"
103,0,"{""type"":""Point"",""coordinates"":[-83.01941715369695,41.441389849036845]}"
104,0,"{""type"":""Point"",""coordinates"":[-82.80724369178289,41.461975872118764]}"
105,0,"{""type"":""Point"",""coordinates"":[-82.5497516263532,41.39968314537546]}"
106,0,"{""type"":""Point"",""coordinates"":[-82.83298143818546,41.53845349419389]}"
107,0,"{""type"":""Point"",""coordinates"":[-83.22552583119452,41.62097450467713]}"
108,0,"{""type"":""Point"",""coordinates"":[-82.51267199144785,41.9702235460701]}"
109,0,"{""type"":""Point"",""coordinates"":[-81.87373632135746,42.27278599668477]}"
110,0,"{""type"":""Point"",""coordinates"":[-81.99165458630284,43.2099103665724]}"
111,0,"{""type"":""Point"",""coordinates"":[-86.2599499126186,44.36937233784623]}"
112,0,"{""type"":""Point"",""coordinates"":[-86.23379884040155,44.48378400085614]}"
113,0,"{""type"":""Point"",""coordinates"":[-86.18106229338879,44.560955761615666]}"
114,0,"{""type"":""Point"",""coordinates"":[-86.24772521081783,44.67048783913792]}"
115,0,"{""type"":""Point"",""coordinates"":[-83.35907040377461,44.468647345751286]}"
116,0,"{""type"":""Point"",""coordinates"":[-83.3338951869377,44.51379227492057]}"
117,0,"{""type"":""Point"",""coordinates"":[-83.3113427995901,44.58079094438065]}"
118,0,"{""type"":""Point"",""coordinates"":[-88.64936295201113,43.600935531872906]}"
119,0,"{""type"":""Point"",""coordinates"":[-87.7132344575539,43.67205921845874]}"
120,0,"{""type"":""Point"",""coordinates"":[-87.611845360752,44.1259607166234]}"
121,0,"{""type"":""Point"",""coordinates"":[-88.51196918450377,44.075392143956215]}"
122,0,"{""type"":""Point"",""coordinates"":[-88.61432238570228,44.52956006608322]}"
123,0,"{""type"":""Point"",""coordinates"":[-88.49708022414113,42.59892415770597]}"
124,0,"{""type"":""Point"",""coordinates"":[-88.16354485945416,42.45349899979339]}"
125,0,"{""type"":""Point"",""coordinates"":[-88.91059504126018,42.897944335872545]}"
126,0,"{""type"":""Point"",""coordinates"":[-80.97873960380922,41.09238115699808]}"
127,0,"{""type"":""Point"",""coordinates"":[-80.73607324742423,41.91740767040291]}"
128,0,"{""type"":""Point"",""coordinates"":[-84.73669765488891,44.30072002368604]}"
129,0,"{""type"":""Point"",""coordinates"":[-86.16349236327541,42.63828355284305]}"
130,0,"{""type"":""Point"",""coordinates"":[-90.05871391770637,35.41033463042047]}"
131,0,"{""type"":""Point"",""coordinates"":[-89.7070356256972,35.847867638799634]}"
132,0,"{""type"":""Point"",""coordinates"":[-90.4517166711286,35.59894896809926]}"
133,0,"{""type"":""Point"",""coordinates"":[-89.61470092505894,35.848358518108164]}"
134,0,"{""type"":""Point"",""coordinates"":[-89.69753983029173,36.235082991605125]}"
135,0,"{""type"":""Point"",""coordinates"":[-89.59797623165892,36.1846666497608]}"
136,0,"{""type"":""Point"",""coordinates"":[-88.07447404071785,36.375987127964464]}"
137,0,"{""type"":""Point"",""coordinates"":[-93.9242243738135,31.87905258454012]}"
138,0,"{""type"":""Point"",""coordinates"":[-93.33695872435413,31.99158259086148]}"
139,0,"{""type"":""Point"",""coordinates"":[-94.10637590432954,32.70986245365454]}"
140,0,"{""type"":""Point"",""coordinates"":[-91.12041123679728,42.89704845672883]}"
141,0,"{""type"":""Point"",""coordinates"":[-91.16842336193984,43.04105752134797]}"
142,0,"{""type"":""Point"",""coordinates"":[-91.16551428595841,43.360674553689705]}"
143,0,"{""type"":""Point"",""coordinates"":[-91.26610573169337,43.65881115179257]}"
144,0,"{""type"":""Point"",""coordinates"":[-91.31630968184436,43.927044580897686]}"
145,0,"{""type"":""Point"",""coordinates"":[-94.26290961918188,44.32263923515466]}"
146,0,"{""type"":""Point"",""coordinates"":[-93.87838813480688,44.253825651365595]}"
147,0,"{""type"":""Point"",""coordinates"":[-93.43335969760288,44.297627061855735]}"
148,0,"{""type"":""Point"",""coordinates"":[-93.6757455618607,44.20811557528741]}"
149,0,"{""type"":""Point"",""coordinates"":[-93.58442170932163,44.22878416448668]}"
150,0,"{""type"":""Point"",""coordinates"":[-93.80625662988393,44.183680641031685]}"
151,0,"{""type"":""Point"",""coordinates"":[-95.13443050911974,43.4756082313806]}"
152,0,"{""type"":""Point"",""coordinates"":[-96.74506900418707,45.47924726100026]}"
153,0,"{""type"":""Point"",""coordinates"":[-96.7066751800099,45.42903569658962]}"
154,0,"{""type"":""Point"",""coordinates"":[-95.58592091101617,45.82890032970775]}"
155,0,"{""type"":""Point"",""coordinates"":[-95.71501026648494,45.8494701752686]}"
156,0,"{""type"":""Point"",""coordinates"":[-95.38030754608738,45.93571233172456]}"
157,0,"{""type"":""Point"",""coordinates"":[-96.5521437784785,34.06569493809518]}"
158,0,"{""type"":""Point"",""coordinates"":[-96.9814909758381,33.47201653788547]}"
159,0,"{""type"":""Point"",""coordinates"":[-97.04456223472596,33.2182488358532]}"
160,0,"{""type"":""Point"",""coordinates"":[-97.16228312038962,33.02425517351641]}"
161,0,"{""type"":""Point"",""coordinates"":[-96.4895435176125,32.99299341702956]}"
162,0,"{""type"":""Point"",""coordinates"":[-96.02110198108655,32.977630306470246]}"
163,0,"{""type"":""Point"",""coordinates"":[-95.72696350702626,32.926776608001255]}"
164,0,"{""type"":""Point"",""coordinates"":[-84.99770806179387,39.51853380923531]}"
165,0,"{""type"":""Point"",""coordinates"":[-88.23529188335645,37.45504609925795]}"
166,0,"{""type"":""Point"",""coordinates"":[-85.09876717968164,31.63058321346156]}"
167,0,"{""type"":""Point"",""coordinates"":[-95.21400666424167,33.0498417147944]}"
168,0,"{""type"":""Point"",""coordinates"":[-88.28207518229397,36.96404255722956]}"
169,0,"{""type"":""Point"",""coordinates"":[-89.12764511838196,37.75040143658472]}"
170,0,"{""type"":""Point"",""coordinates"":[-89.00675538061874,38.18968801297771]}"
171,0,"{""type"":""Point"",""coordinates"":[-88.92710450171249,38.18429099783983]}"
172,0,"{""type"":""Point"",""coordinates"":[-95.55541084125487,36.66565376757437]}"
173,0,"{""type"":""Point"",""coordinates"":[-94.69853700430868,36.64782588577019]}"
174,0,"{""type"":""Point"",""coordinates"":[-90.37347658962311,38.284173000442934]}"
175,0,"{""type"":""Point"",""coordinates"":[-89.23370792322862,38.789948853176874]}"
176,0,"{""type"":""Point"",""coordinates"":[-80.60968165767416,40.33503464068159]}"
177,0,"{""type"":""Point"",""coordinates"":[-82.37590804974907,40.765112634966975]}"
178,0,"{""type"":""Point"",""coordinates"":[-82.35017885899144,40.64187090095889]}"
179,0,"{""type"":""Point"",""coordinates"":[-82.97657133661232,40.254066768703574]}"
180,0,"{""type"":""Point"",""coordinates"":[-82.88662077508889,40.2063624499645]}"
181,0,"{""type"":""Point"",""coordinates"":[-82.88044096551857,40.12188020729884]}"
182,0,"{""type"":""Point"",""coordinates"":[-84.05020173369138,39.851669748585955]}"
183,0,"{""type"":""Point"",""coordinates"":[-83.22998245937822,39.623919313834826]}"
184,0,"{""type"":""Point"",""coordinates"":[-83.99751002144485,39.53782702572526]}"
185,0,"{""type"":""Point"",""coordinates"":[-85.19011050137243,38.68783036678437]}"
186,0,"{""type"":""Point"",""coordinates"":[-85.56152699698123,38.44908590895261]}"
187,0,"{""type"":""Point"",""coordinates"":[-86.12797845265983,38.01396170744429]}"
188,0,"{""type"":""Point"",""coordinates"":[-86.71948399743785,37.89191917234532]}"
189,0,"{""type"":""Point"",""coordinates"":[-90.3553441069688,42.19102928888229]}"
190,0,"{""type"":""Point"",""coordinates"":[-93.11129445650211,40.89291984288023]}"
191,0,"{""type"":""Point"",""coordinates"":[-91.1642837116588,33.431197052733395]}"
192,0,"{""type"":""Point"",""coordinates"":[-91.17940662616427,33.09451157433169]}"
193,0,"{""type"":""Point"",""coordinates"":[-91.44911540064643,31.639860749485216]}"
194,0,"{""type"":""Point"",""coordinates"":[-95.06036627056513,45.24148530405729]}"
195,0,"{""type"":""Point"",""coordinates"":[-87.65492928029347,37.82028636609258]}"
196,0,"{""type"":""Point"",""coordinates"":[-90.54610929100124,34.67195737125168]}"
197,0,"{""type"":""Point"",""coordinates"":[-90.53689088174549,34.749177317377885]}"
198,0,"{""type"":""Point"",""coordinates"":[-88.49982297119504,43.116714451505786]}"
199,0,"{""type"":""Point"",""coordinates"":[-88.93204488697461,43.05969500270681]}"
200,0,"{""type"":""Point"",""coordinates"":[-97.83567252282319,32.50223445867705]}"
201,0,"{""type"":""Point"",""coordinates"":[-80.9984332848289,41.031663664946436]}"
202,0,"{""type"":""Point"",""coordinates"":[-81.1630656901997,41.143642807891865]}"
203,0,"{""type"":""Point"",""coordinates"":[-81.42242594704157,31.232915541525227]}"
204,0,"{""type"":""Point"",""coordinates"":[-81.41006632790095,31.324463026043297]}"
205,0,"{""type"":""Point"",""coordinates"":[-81.5446488474322,31.3836775740389]}"
