system:index,class,random,.geo
1_1_33,1,0.3248514629878241,"{""type"":""Point"",""coordinates"":[-85.61866389898596,43.498541987682735]}"
1_1_35,1,0.24776416906154441,"{""type"":""Point"",""coordinates"":[-82.34040427202166,43.03932272060045]}"
1_1_36,1,0.1564566758795759,"{""type"":""Point"",""coordinates"":[-83.3709816830478,42.58471395192226]}"
1_1_37,1,0.25287159197672904,"{""type"":""Point"",""coordinates"":[-83.36411522796968,42.60493314150605]}"
1_1_39,1,0.08100846589370769,"{""type"":""Point"",""coordinates"":[-83.35680322208276,42.69917031355154]}"
1_1_40,1,0.7086304098579076,"{""type"":""Point"",""coordinates"":[-83.15316273088455,42.831038079201804]}"
1_1_41,1,0.5340378682792822,"{""type"":""Point"",""coordinates"":[-83.17366975097002,41.969007401740235]}"
1_1_42,1,0.6339782131509808,"{""type"":""Point"",""coordinates"":[-83.32198518065752,41.82385318643481]}"
1_1_43,1,0.6539097809118916,"{""type"":""Point"",""coordinates"":[-83.20250886229815,41.71015788464055]}"
1_1_44,1,0.7849441612612503,"{""type"":""Point"",""coordinates"":[-82.92235749511065,41.9261088249139]}"
1_1_45,1,0.4521906880979101,"{""type"":""Point"",""coordinates"":[-83.04320710448565,41.969007401740235]}"
1_1_46,1,0.14385866881608034,"{""type"":""Point"",""coordinates"":[-83.20456879882158,42.00881594482904]}"
1_1_47,1,0.7638618438965179,"{""type"":""Point"",""coordinates"":[-84.15335553665915,42.07253961811171]}"
1_1_48,1,0.6358559757896204,"{""type"":""Point"",""coordinates"":[-85.94401536880954,42.554179510300585]}"
1_1_49,1,0.03985282868108686,"{""type"":""Point"",""coordinates"":[-85.5347746461533,42.60322372401861]}"
1_1_50,1,0.5751277473039587,"{""type"":""Point"",""coordinates"":[-86.1821552363263,42.77744131277108]}"
1_1_51,1,0.6695700395777938,"{""type"":""Point"",""coordinates"":[-86.40722849574442,43.37187049227691]}"
1_1_54,1,0.5882490221336308,"{""type"":""Point"",""coordinates"":[-86.46263617681115,43.08316832983334]}"
1_1_56,1,0.41345568559128776,"{""type"":""Point"",""coordinates"":[-82.29651010308723,43.7512196333813]}"
1_1_57,1,0.5207232700732515,"{""type"":""Point"",""coordinates"":[-86.86791236445777,43.19458925115373]}"
1_1_58,1,0.4023192024616601,"{""type"":""Point"",""coordinates"":[-86.76903541133277,42.887460937872234]}"
1_1_60,1,0.1546743086494473,"{""type"":""Point"",""coordinates"":[-85.68933854826884,41.392480024654674]}"
1_1_61,1,0.2779955126255935,"{""type"":""Point"",""coordinates"":[-82.91197777012407,41.44882578305943]}"
1_1_62,1,0.5197314261922495,"{""type"":""Point"",""coordinates"":[-82.99162864903032,41.594828296869586]}"
1_1_64,1,0.0809549685783938,"{""type"":""Point"",""coordinates"":[-86.40964575522773,41.20832428462486]}"
1_1_66,1,0.08396788158202206,"{""type"":""Point"",""coordinates"":[-86.91332333954604,41.77148998937391]}"
1_1_67,1,0.1081799167435058,"{""type"":""Point"",""coordinates"":[-86.71804353328855,41.862563771266466]}"
1_1_68,1,0.6691304077498477,"{""type"":""Point"",""coordinates"":[-87.12877126883355,41.68495493414929]}"
1_1_69,1,0.2488829639606056,"{""type"":""Point"",""coordinates"":[-85.48048949003027,44.24414285932416]}"
1_1_70,1,0.18254899838797434,"{""type"":""Point"",""coordinates"":[-85.24004559632506,44.32039073758506]}"
1_1_71,1,0.48534900879057663,"{""type"":""Point"",""coordinates"":[-84.73742108460631,44.333162016276574]}"
1_1_72,1,0.3503710803870872,"{""type"":""Point"",""coordinates"":[-84.73774051162165,44.48142698870057]}"
1_1_74,1,0.7730075330977503,"{""type"":""Point"",""coordinates"":[-81.72715030799382,42.16513164581377]}"
1_1_76,1,0.6081068360357043,"{""type"":""Point"",""coordinates"":[-81.9800705885432,43.486993053527264]}"
1_1_78,1,0.4822481608084901,"{""type"":""Point"",""coordinates"":[-86.16027422805293,44.43336250092443]}"
1_1_79,1,0.09303532652338908,"{""type"":""Point"",""coordinates"":[-86.19391985793574,44.66906972962408]}"
1_1_80,1,0.7166583700546273,"{""type"":""Point"",""coordinates"":[-86.14448138137324,44.65246420216102]}"
1_1_82,1,0.34456436175863314,"{""type"":""Point"",""coordinates"":[-86.33784915322828,44.59628476969872]}"
1_1_83,1,0.7425927042777177,"{""type"":""Point"",""coordinates"":[-86.44408296812581,44.34798590395398]}"
1_1_84,1,0.12313761465345041,"{""type"":""Point"",""coordinates"":[-86.95925306342014,43.98158270493863]}"
1_1_85,1,0.7808243051085432,"{""type"":""Point"",""coordinates"":[-83.55318441701755,44.79010991863667]}"
1_1_86,1,0.4118008077767358,"{""type"":""Point"",""coordinates"":[-83.46601548135546,44.44349207251231]}"
1_1_87,1,0.5531317057459003,"{""type"":""Point"",""coordinates"":[-83.36713852823046,44.476817836924205]}"
1_1_88,1,0.6719231620793219,"{""type"":""Point"",""coordinates"":[-84.43912792761861,44.371057455203854]}"
1_1_89,1,0.5455097278338225,"{""type"":""Point"",""coordinates"":[-87.36292240397111,44.35479362224694]}"
1_1_90,1,0.12235748334114493,"{""type"":""Point"",""coordinates"":[-87.59912845865861,44.012083446571495]}"
1_1_91,1,0.7875877701083898,"{""type"":""Point"",""coordinates"":[-88.36983356438658,44.16904555630423]}"
1_1_92,1,0.5862814883302868,"{""type"":""Point"",""coordinates"":[-88.41240558587096,43.89357806708756]}"
1_1_93,1,0.7763571260643002,"{""type"":""Point"",""coordinates"":[-88.81343664784814,44.15032675092491]}"
1_1_94,1,0.16066234013675051,"{""type"":""Point"",""coordinates"":[-88.95578206914125,42.87414486127223]}"
1_1_95,1,0.016179818898508502,"{""type"":""Point"",""coordinates"":[-84.49338375850583,40.51604473126337]}"
1_1_96,1,0.7203157627976686,"{""type"":""Point"",""coordinates"":[-80.33426353714795,42.185376655023234]}"
1_1_97,1,0.5327167732551367,"{""type"":""Point"",""coordinates"":[-80.52031799034543,41.61258204390457]}"
1_1_98,1,0.5384451592376808,"{""type"":""Point"",""coordinates"":[-80.75382220073277,41.346647838453165]}"
1_1_99,1,0.7225015944069729,"{""type"":""Point"",""coordinates"":[-83.87337109632944,44.97434427502858]}"
1_1_100,1,0.04631220887395204,"{""type"":""Point"",""coordinates"":[-85.43387019283598,45.011249320736326]}"
1_1_101,1,0.324397938638037,"{""type"":""Point"",""coordinates"":[-86.13235919922342,44.81674562223683]}"
1_1_102,1,0.4199341567757856,"{""type"":""Point"",""coordinates"":[-85.96756427734842,44.86348654758532]}"
1_1_103,1,0.7019820594677292,"{""type"":""Point"",""coordinates"":[-85.61325519531717,44.835251772580015]}"
1_1_105,1,0.5013028652120908,"{""type"":""Point"",""coordinates"":[-83.88780396635653,40.493004942450945]}"
1_1_106,1,0.3160428531095262,"{""type"":""Point"",""coordinates"":[-85.4461523624791,45.206734767619665]}"
1_1_107,1,0.277533487669961,"{""type"":""Point"",""coordinates"":[-85.2648779484166,45.41534236692683]}"
1_1_108,1,0.09463241596732197,"{""type"":""Point"",""coordinates"":[-85.0671240421666,45.39991628279024]}"
1_1_110,1,0.02208142472569563,"{""type"":""Point"",""coordinates"":[-83.24118709569406,44.97119491563517]}"
1_1_111,1,0.24220623960923715,"{""type"":""Point"",""coordinates"":[-83.20822811131906,44.81943262950365]}"
1_1_112,1,0.4156944972139085,"{""type"":""Point"",""coordinates"":[-83.18625545506906,44.48728100595709]}"
1_1_113,1,0.1461518573169246,"{""type"":""Point"",""coordinates"":[-82.95004940038156,44.38137592032175]}"
1_1_115,1,0.49664952187125355,"{""type"":""Point"",""coordinates"":[-90.12279948067768,35.90239347867562]}"
1_1_116,1,0.769318837316586,"{""type"":""Point"",""coordinates"":[-89.70463236641986,35.83116855402704]}"
1_1_117,1,0.18494466144518207,"{""type"":""Point"",""coordinates"":[-89.69810834196457,36.0201292083777]}"
1_1_118,1,0.5521712555558407,"{""type"":""Point"",""coordinates"":[-89.62336664258514,36.1752241567978]}"
1_1_119,1,0.058063091949419166,"{""type"":""Point"",""coordinates"":[-88.05730790302253,36.421307404579736]}"
1_1_122,1,0.35973117298935187,"{""type"":""Point"",""coordinates"":[-93.81585960697802,31.756127702247962]}"
1_1_124,1,0.35082152896393715,"{""type"":""Point"",""coordinates"":[-91.08792334357561,43.3207235748971]}"
1_1_126,1,0.36636464839123106,"{""type"":""Point"",""coordinates"":[-95.15296993783068,43.375870818758166]}"
1_1_127,1,0.6708111005606848,"{""type"":""Point"",""coordinates"":[-97.4664758924137,44.283051413644266]}"
1_1_128,1,0.48579688112571884,"{""type"":""Point"",""coordinates"":[-97.08225180511103,44.561588556398036]}"
1_1_129,1,0.33803605393726166,"{""type"":""Point"",""coordinates"":[-97.3269295489498,45.27225553760068]}"
1_1_130,1,0.737193342747733,"{""type"":""Point"",""coordinates"":[-97.41207359191857,45.40980589145883]}"
1_1_131,1,0.034658382666587495,"{""type"":""Point"",""coordinates"":[-95.34971485632867,45.92976319246783]}"
1_1_132,1,0.74037660066444,"{""type"":""Point"",""coordinates"":[-95.47811756628961,45.81933036866611]}"
1_1_133,1,0.3132099722329582,"{""type"":""Point"",""coordinates"":[-95.4279924442193,45.73600229053673]}"
1_1_134,1,0.527848640329634,"{""type"":""Point"",""coordinates"":[-95.12243519324275,45.89584399527654]}"
1_1_135,1,0.4650945230037138,"{""type"":""Point"",""coordinates"":[-95.36245476288425,46.04162442773605]}"
1_1_136,1,0.5417305540222617,"{""type"":""Point"",""coordinates"":[-89.96894293285712,43.91396763020346]}"
1_1_137,1,0.24721216354388698,"{""type"":""Point"",""coordinates"":[-90.00386699499184,44.0896911661987]}"
1_1_138,1,0.7036992886301229,"{""type"":""Point"",""coordinates"":[-89.91460307897621,44.185583472672306]}"
1_1_139,1,0.7227941581749203,"{""type"":""Point"",""coordinates"":[-96.18981412009015,31.975034241489343]}"
1_1_140,1,0.06759780758885314,"{""type"":""Point"",""coordinates"":[-96.15526442803734,32.28909034158673]}"
1_1_142,1,0.7495302841427807,"{""type"":""Point"",""coordinates"":[-95.95215787507912,32.84639350980175]}"
1_1_145,1,0.32497373723325984,"{""type"":""Point"",""coordinates"":[-96.60460077830892,33.900119637631]}"
1_1_146,1,0.19692490158875464,"{""type"":""Point"",""coordinates"":[-95.59684821226496,32.844072050241465]}"
1_1_147,1,0.056747195371961934,"{""type"":""Point"",""coordinates"":[-94.62861464489912,32.80350832959429]}"
1_1_148,1,0.5759709453141768,"{""type"":""Point"",""coordinates"":[-94.21484642725203,33.27217303419339]}"
1_1_149,1,0.2323962785559509,"{""type"":""Point"",""coordinates"":[-85.09715951576666,31.929312690095866]}"
1_1_150,1,0.12458078973809195,"{""type"":""Point"",""coordinates"":[-97.50672087026832,31.123357196065875]}"
1_1_151,1,0.3147821430449148,"{""type"":""Point"",""coordinates"":[-97.22229390752494,31.579564272337617]}"
1_1_153,1,0.5654499790783171,"{""type"":""Point"",""coordinates"":[-97.49753728987714,32.88993907888351]}"
1_1_155,1,0.751873099222093,"{""type"":""Point"",""coordinates"":[-95.03753876873385,33.07228506346845]}"
1_1_156,1,0.5512860981469258,"{""type"":""Point"",""coordinates"":[-93.97546462508133,33.72970277830927]}"
1_1_157,1,0.17654454579900303,"{""type"":""Point"",""coordinates"":[-89.73385004682976,33.83524507152875]}"
1_1_158,1,0.4870932982998807,"{""type"":""Point"",""coordinates"":[-89.85607294722038,34.14822383100587]}"
1_1_159,1,0.539198105138623,"{""type"":""Point"",""coordinates"":[-89.69711917133849,34.46013064650336]}"
1_1_163,1,0.7066133697115601,"{""type"":""Point"",""coordinates"":[-88.2242281512398,36.9605545752887]}"
1_1_164,1,0.36294444470167275,"{""type"":""Point"",""coordinates"":[-88.96418335913437,38.078428801154956]}"
1_1_165,1,0.630960420376055,"{""type"":""Point"",""coordinates"":[-95.561193125906,36.620190303198]}"
1_1_166,1,0.3168430845876061,"{""type"":""Point"",""coordinates"":[-94.83998597891804,36.615315391168366]}"
1_1_167,1,0.15511555632865548,"{""type"":""Point"",""coordinates"":[-89.25568057947862,38.69783427681377]}"
1_1_168,1,0.45657360125317004,"{""type"":""Point"",""coordinates"":[-83.73543294759364,39.959304338605904]}"
1_1_169,1,0.5536573443753813,"{""type"":""Point"",""coordinates"":[-90.15072374564068,41.931038333917115]}"
1_1_170,1,0.06654487145873411,"{""type"":""Point"",""coordinates"":[-92.97396535493961,40.85995139048158]}"
1_1_171,1,0.762874838928653,"{""type"":""Point"",""coordinates"":[-91.17664333079942,33.31536610082481]}"
1_1_172,1,0.3274034639884361,"{""type"":""Point"",""coordinates"":[-91.1423110554088,32.96349307021596]}"
1_1_173,1,0.6859742318555138,"{""type"":""Point"",""coordinates"":[-90.62183376048694,33.16490037851356]}"
1_1_174,1,0.711616046348204,"{""type"":""Point"",""coordinates"":[-91.36809123072456,31.76954777263744]}"
1_1_176,1,0.3951906116085414,"{""type"":""Point"",""coordinates"":[-93.65625719904119,46.23520215172341]}"
1_1_177,1,0.6542088612560987,"{""type"":""Point"",""coordinates"":[-87.03850162258325,45.56339664219184]}"
1_1_178,1,0.4542398138734509,"{""type"":""Point"",""coordinates"":[-87.07146060695825,45.36691476611409]}"
1_1_179,1,0.2040296371139947,"{""type"":""Point"",""coordinates"":[-87.53837955227075,44.99909307618813]}"
1_1_180,1,0.781791898886671,"{""type"":""Point"",""coordinates"":[-87.11540591945825,44.66016112488511]}"
1_1_181,1,0.4506216176425579,"{""type"":""Point"",""coordinates"":[-86.90666568508325,45.09611866315638]}"
1_1_182,1,0.17644356161928187,"{""type"":""Point"",""coordinates"":[-86.44523990383325,45.39006582561821]}"
1_1_183,1,0.4693247371698378,"{""type"":""Point"",""coordinates"":[-86.25297916164575,45.67865433306603]}"
1_1_184,1,0.4774772849691048,"{""type"":""Point"",""coordinates"":[-87.50422429125118,42.202884651880375]}"
1_1_185,1,0.2418175143272967,"{""type"":""Point"",""coordinates"":[-87.58112858812618,43.01950668139137]}"
1_1_187,1,0.0030291077961398516,"{""type"":""Point"",""coordinates"":[-90.95472876161419,34.130256711511514]}"
1_1_188,1,0.14612440234842217,"{""type"":""Point"",""coordinates"":[-90.5571667220301,34.569917206183824]}"
1_1_189,1,0.7532596300744959,"{""type"":""Point"",""coordinates"":[-87.7392538215399,42.5753245229692]}"
1_1_190,1,0.5506265345686335,"{""type"":""Point"",""coordinates"":[-88.1511223333678,42.406311230823114]}"
1_1_191,1,0.5918208227665601,"{""type"":""Point"",""coordinates"":[-88.32337023969502,43.0668299806994]}"
1_1_192,1,0.7068961071307301,"{""type"":""Point"",""coordinates"":[-88.93049993458203,43.07687556515953]}"
1_1_194,1,0.023652096687233226,"{""type"":""Point"",""coordinates"":[-85.5501899805727,42.180562121031684]}"
1_1_195,1,0.1041553977352545,"{""type"":""Point"",""coordinates"":[-85.41373844363392,42.40313550038289]}"
1_1_196,1,0.160734073755871,"{""type"":""Point"",""coordinates"":[-85.96841095382698,43.44961723232467]}"
1_1_197,1,0.6052690859802426,"{""type"":""Point"",""coordinates"":[-84.06108259991498,45.56827545399944]}"
1_1_198,1,0.08157235967110155,"{""type"":""Point"",""coordinates"":[-85.11851668194623,45.6835231253123]}"
1_1_199,1,0.48397701314125263,"{""type"":""Point"",""coordinates"":[-82.96043623104855,40.19659524445063]}"
1_1_200,1,0.37727754738592667,"{""type"":""Point"",""coordinates"":[-83.7571835753396,42.4249150325338]}"
1_1_201,1,0.46083542479178463,"{""type"":""Point"",""coordinates"":[-81.22467204079157,31.322694170589763]}"
1_1_202,1,0.29894020283021394,"{""type"":""Point"",""coordinates"":[-81.29470988258845,31.143033158617676]}"
1_1_203,1,0.2906706870482373,"{""type"":""Point"",""coordinates"":[-81.43890543922907,31.131278722275447]}"
1_2_0,2,0.6384713838058176,"{""type"":""Point"",""coordinates"":[-83.21168398116593,43.89702454155776]}"
1_2_1,2,0.3005076340182683,"{""type"":""Point"",""coordinates"":[-83.28584169600968,43.77518231993142]}"
1_2_3,2,0.11085026443282031,"{""type"":""Point"",""coordinates"":[-83.99445986007218,43.60836175808497]}"
1_2_4,2,0.7497528277413767,"{""type"":""Point"",""coordinates"":[-83.99720644210343,43.95439227675027]}"
1_2_5,2,0.7269394622912042,"{""type"":""Point"",""coordinates"":[-84.7611727080935,43.358978732443504]}"
1_2_6,2,0.7297954403543037,"{""type"":""Point"",""coordinates"":[-82.96458076856591,43.804148682251714]}"
1_2_8,2,0.5305083309067692,"{""type"":""Point"",""coordinates"":[-83.01905773327431,43.85441058969843]}"
1_2_9,2,0.010746870598477232,"{""type"":""Point"",""coordinates"":[-82.95216775688849,43.88901387548224]}"
1_2_10,2,0.2797109436943803,"{""type"":""Point"",""coordinates"":[-82.81310373325948,43.88105681157615]}"
1_2_11,2,0.5594870231101722,"{""type"":""Point"",""coordinates"":[-83.17798886307628,43.52583054142719]}"
1_2_12,2,0.1996275842478078,"{""type"":""Point"",""coordinates"":[-82.83449001889082,43.54380877998242]}"
1_2_13,2,0.7924041305957852,"{""type"":""Point"",""coordinates"":[-83.82048946531518,42.89502118347621]}"
1_2_14,2,0.05504566168146341,"{""type"":""Point"",""coordinates"":[-82.53967433260641,43.08801058773541]}"
1_2_15,2,0.4495720318524661,"{""type"":""Point"",""coordinates"":[-82.70946889208517,43.19666834737129]}"
1_2_16,2,0.3576394661256932,"{""type"":""Point"",""coordinates"":[-82.9112567123159,43.25786890061039]}"
1_2_18,2,0.15883555119405457,"{""type"":""Point"",""coordinates"":[-84.50042382794446,43.82368418977419]}"
1_2_19,2,0.4251021957978943,"{""type"":""Point"",""coordinates"":[-84.25692178319923,44.04165185990854]}"
1_2_20,2,0.24367497058271992,"{""type"":""Point"",""coordinates"":[-84.17060179349265,43.870406816821934]}"
1_2_21,2,0.0864802192319738,"{""type"":""Point"",""coordinates"":[-84.27354266870363,43.66511128465248]}"
1_2_22,2,0.08907862854000326,"{""type"":""Point"",""coordinates"":[-84.21355050803358,43.50666330040126]}"
1_2_23,2,0.4300479995007237,"{""type"":""Point"",""coordinates"":[-82.67483473709808,42.848138528925325]}"
1_2_24,2,0.2979203673720019,"{""type"":""Point"",""coordinates"":[-82.9505229084848,42.745311341392494]}"
1_2_25,2,0.5507721591438007,"{""type"":""Point"",""coordinates"":[-83.08112769037278,42.75389463880048]}"
1_2_26,2,0.03925728757903357,"{""type"":""Point"",""coordinates"":[-83.29670155680381,42.459345512602454]}"
1_2_28,2,0.2820446513514776,"{""type"":""Point"",""coordinates"":[-82.92821918448841,42.55791413191696]}"
1_2_29,2,0.6605793762600433,"{""type"":""Point"",""coordinates"":[-82.95395616373855,42.60241484902377]}"
1_2_30,2,0.34651637505427246,"{""type"":""Point"",""coordinates"":[-84.86942356332891,42.43100144450274]}"
1_2_31,2,0.5276347268368453,"{""type"":""Point"",""coordinates"":[-84.56811500092351,42.301061352911006]}"
1_2_32,2,0.7504130828168389,"{""type"":""Point"",""coordinates"":[-84.75668979593762,42.53028823773277]}"
1_2_34,2,0.45060976557636634,"{""type"":""Point"",""coordinates"":[-84.64011052715378,42.954848572125]}"
1_2_35,2,0.5011268488408943,"{""type"":""Point"",""coordinates"":[-84.8072391547954,43.11788193538493]}"
1_2_36,2,0.19999911494849498,"{""type"":""Point"",""coordinates"":[-82.9329295008476,42.3879302059792]}"
1_2_37,2,0.594761216108921,"{""type"":""Point"",""coordinates"":[-82.8923810612621,42.32847550253596]}"
1_2_38,2,0.5928061951739209,"{""type"":""Point"",""coordinates"":[-83.0407263629696,42.45251039356322]}"
1_2_39,2,0.7613811968592391,"{""type"":""Point"",""coordinates"":[-83.16032427777864,42.680579179635515]}"
1_2_40,2,0.12506073871151668,"{""type"":""Point"",""coordinates"":[-82.8460990509116,42.70810539206062]}"
1_2_42,2,0.30693212257810665,"{""type"":""Point"",""coordinates"":[-83.00026542495759,42.93870193259617]}"
1_2_45,2,0.1937982974665119,"{""type"":""Point"",""coordinates"":[-84.14557369439054,42.73499632889587]}"
1_2_46,2,0.3602125534638215,"{""type"":""Point"",""coordinates"":[-84.0278132106378,43.099674064625795]}"
1_2_47,2,0.3229102196395336,"{""type"":""Point"",""coordinates"":[-83.75029203443505,43.29524230288132]}"
1_2_48,2,0.3212401910150309,"{""type"":""Point"",""coordinates"":[-83.51192273251145,43.44334566986393]}"
1_2_49,2,0.5922010822993763,"{""type"":""Point"",""coordinates"":[-84.66459798539923,43.55947496874077]}"
1_2_50,2,0.19339090207353848,"{""type"":""Point"",""coordinates"":[-84.84733269875947,43.48477855343476]}"
1_2_51,2,0.7663988350059525,"{""type"":""Point"",""coordinates"":[-84.47085692880677,43.36147185495276]}"
1_2_52,2,0.7479070710767085,"{""type"":""Point"",""coordinates"":[-84.47831509869668,43.24106004178374]}"
1_2_54,2,0.08539612753210357,"{""type"":""Point"",""coordinates"":[-82.27204916622289,43.015279241399966]}"
1_2_57,2,0.2592180636653032,"{""type"":""Point"",""coordinates"":[-83.50434666909663,42.83359161261613]}"
1_2_58,2,0.18682836773003808,"{""type"":""Point"",""coordinates"":[-83.55015283705283,42.97605023238464]}"
1_2_60,2,0.3937441438960957,"{""type"":""Point"",""coordinates"":[-82.81266493912233,42.134133330708565]}"
1_2_61,2,0.6213066970859409,"{""type"":""Point"",""coordinates"":[-84.87796567970959,42.07096105403621]}"
1_2_62,2,0.16352959040062964,"{""type"":""Point"",""coordinates"":[-85.98670396358028,42.25471818211512]}"
1_2_63,2,0.06604853551405299,"{""type"":""Point"",""coordinates"":[-85.47993341372947,43.07060291989458]}"
1_2_64,2,0.4002173565984988,"{""type"":""Point"",""coordinates"":[-86.20770462033822,43.643118211491824]}"
1_2_65,2,0.3260230775023779,"{""type"":""Point"",""coordinates"":[-85.75311443986585,42.97722542316511]}"
1_2_66,2,0.13212190263155887,"{""type"":""Point"",""coordinates"":[-85.4314553009683,43.35484301810355]}"
1_2_67,2,0.30225045038870624,"{""type"":""Point"",""coordinates"":[-85.68707967822681,43.72327824194266]}"
1_2_68,2,0.09646896676209638,"{""type"":""Point"",""coordinates"":[-82.54585635225789,43.02250153509212]}"
1_2_69,2,0.0443021627722644,"{""type"":""Point"",""coordinates"":[-83.63313455476732,41.899381644170916]}"
1_2_70,2,0.042446844169521714,"{""type"":""Point"",""coordinates"":[-86.35994157725831,42.11467171012697]}"
1_2_71,2,0.4309952888604762,"{""type"":""Point"",""coordinates"":[-84.25144298738415,41.63086453419926]}"
1_2_72,2,0.11104678055000183,"{""type"":""Point"",""coordinates"":[-84.46567638582165,41.38610595730746]}"
1_2_74,2,0.5869926748475812,"{""type"":""Point"",""coordinates"":[-83.83931447384579,41.30870083884476]}"
1_2_75,2,0.553260440614023,"{""type"":""Point"",""coordinates"":[-83.21959495762407,41.1889121046486]}"
1_2_76,2,0.162962151228485,"{""type"":""Point"",""coordinates"":[-86.15215368979804,41.28370099494152]}"
1_2_77,2,0.09313321059437085,"{""type"":""Point"",""coordinates"":[-87.0817021951068,41.39498122915924]}"
1_2_78,2,0.21608011069193633,"{""type"":""Point"",""coordinates"":[-86.4896372067413,41.609889213284134]}"
1_2_79,2,0.05851155279817999,"{""type"":""Point"",""coordinates"":[-85.72821129486267,42.023300456169004]}"
1_2_80,2,0.24934569489207214,"{""type"":""Point"",""coordinates"":[-85.3631339102808,41.04036301486347]}"
1_2_81,2,0.439623835218347,"{""type"":""Point"",""coordinates"":[-85.00412703859091,44.111544261212856]}"
1_2_84,2,0.061367939935191296,"{""type"":""Point"",""coordinates"":[-81.83058937771047,42.52423796558954]}"
1_2_85,2,0.09405764339222422,"{""type"":""Point"",""coordinates"":[-81.6518191193992,42.90345347332752]}"
1_2_86,2,0.1321771864282547,"{""type"":""Point"",""coordinates"":[-81.53096951002422,42.71808303086369]}"
1_2_88,2,0.7958760909987076,"{""type"":""Point"",""coordinates"":[-85.79846962858993,44.519892991778256]}"
1_2_89,2,0.10870524315261587,"{""type"":""Point"",""coordinates"":[-85.13332906618952,44.50558178403323]}"
1_2_90,2,0.21708248118118112,"{""type"":""Point"",""coordinates"":[-85.24901520617036,44.69632974427431]}"
1_2_91,2,0.3876482813175799,"{""type"":""Point"",""coordinates"":[-84.55001007921723,44.72707176639108]}"
1_2_92,2,0.38287058629707105,"{""type"":""Point"",""coordinates"":[-84.08083370996185,44.59927605385033]}"
1_2_93,2,0.6426329830387639,"{""type"":""Point"",""coordinates"":[-83.73698139733857,44.41342021892816]}"
1_2_94,2,0.16214526365119697,"{""type"":""Point"",""coordinates"":[-83.77288696476121,44.2015120247501]}"
1_2_95,2,0.6724893581705292,"{""type"":""Point"",""coordinates"":[-84.24343395789205,44.34258227609467]}"
1_2_96,2,0.6460773810002187,"{""type"":""Point"",""coordinates"":[-88.06192753092424,43.98343434167335]}"
1_2_97,2,0.03234930620211118,"{""type"":""Point"",""coordinates"":[-88.86496964146426,43.66895069975018]}"
1_2_98,2,0.474065215512916,"{""type"":""Point"",""coordinates"":[-88.4392494266205,43.409691793397606]}"
1_2_99,2,0.408204522731057,"{""type"":""Point"",""coordinates"":[-88.99004297937941,44.5697727558081]}"
1_2_100,2,0.2900401994805929,"{""type"":""Point"",""coordinates"":[-88.81975489344191,44.44931398927666]}"
